user_id,num_purchases
3af7c0950afafe8e3826b69311135333a81a3fc0,0.0
1207798b51a5f83f3f6ca3f6a7178f9ef7c7c534,0.0
039989f7f9e970c353cda19d4d32d39d16066630,0.0
d81aa88ac6a5e8c0218fcd88d1e5022a1388f210,0.0
8251d708599ed8fc4cc515b78e884f1df7c91f2d,0.0
c301083bae89b297cdc51d0757ec5c5271829f5f,0.0
a88f3fb4b82ce786c7ce3ba1d3ac12a872a78c1d,0.0
8bfaf29255d7e6e2f1b2eba53d993edd210f2555,0.0
c4b95d5e4e1adbe288bb044d6c398bff6f0e4294,0.0
a499cacf40ff2bcc93e1880ffbb42a2773c79c62,0.0
ae51657a55b22b954e17723de7a4386196a2797d,0.0
1f8725097d47c4b6a9a0da4a91441d9fab35eb43,0.0
bc4fe9ffa304bf5d3c56dfb29569bb864bde93d3,0.0
2468deb834e42408074508891cad127975dc7613,0.0
75e523bcdc1316e89fd2ab4498e0b90bd91450ef,0.0
6769cdbc5ecb28c67376cd1a15928e281a134855,0.0
73b7fd94cb98e348925cc78c497d40a8d3f09c48,0.0
fe4924e6b820f694366a1afb2059b604777e3a6e,0.0
348d15217b0b8f81b81c85b630cf3094bd5baee7,0.0
0715bb1e99e118e0992ea5d5a09eb7418e11d72d,0.0
c8c3302025281b16c44d79aa45b5f7b98b5db356,0.0
8c8372f3ac90642c8721a4fa53fd6626626641c0,0.0
096c813d67dfda5076f60324e04c59c90c65b488,0.0
634ff85bd95fb4f1e06049ab2046fb3657bbb04a,0.0
c9fb4a5aa43f4075a39ddfa3872b8fd9aaa52d4f,0.0
b23e398ca146b2f81b0d834c1dab719f9fc8fbbc,0.0
f5c65269a53863c6fe19b0d8c4e7758a582822de,0.0
7a6e03dcbaac1206cbc0c1e3e056815848c2de53,4.0
ae224f6ad7e9daf5d5bd278e29ea9d508f38e8a0,0.0
ecf398a064945d9c63d6fd51c4fb287fff30b1a1,0.0
de4a69922b129d19c0e49b7e97ce42a1a41d5a01,0.0
bd91ce5b64f674c284c6768f12e7cf8183e04987,0.0
356cd486a7fd3d9138c40b8e0160f21bf2dae4a6,0.0
cec9cca40de8b470c8b805d8aaf8b03ccec5b4a2,0.0
599808b1b5804a1804ae8f1358d8b1722c55ffce,0.0
38ec1bd6dcad6ef5ca3aa671e2878988d103f118,0.0
f9fffb78d3586e70a2a8cb4dec0769ee1ee46ae9,0.0
f0d6a8a8dfeec3e6b2377b49b367936952520a72,0.0
68886dbf61afb685262e0b58d56fbc10a9b4a3ab,0.0
b064a1077be52c7c4185a34aa6f0e02640c5c9d3,1.0
11070d187a1d2882937a9613693a05ed1cf66e54,0.0
77dd2417c918f2d4a1b7bd9e8d7246f4f06d9c37,0.0
f91f744f4bd744cb332cffc89e3830e9fc9c90c0,0.0
666ff20c35c42c253aa4c103fc8cd4827f5ab9c4,0.0
994e32769f5a7688ede9fc6cd65b6edc1cdae7b3,1.0
5fcf962d2d5ad7b5efaeede04f7e42d281265976,0.0
d87e3a8e9f0dbae091efc7b51104d7b9cb4a93c1,0.0
e19c9d01ecbb0f21c2ac1f320e30a7aaabf7e9f5,0.0
ab1049d4d5e3a12e97bc3d72c81818a21a08c1c3,0.0
03569f6b02595d9ba18722de87da31de5d600f57,0.0
41ba5cb7942210a605bf92e3edcc5bd6b47d1c70,0.0
9d8a2a9305ff2c3f7cc8ffbc28ffc12ec587360d,0.0
6c262951a25a31a564f50bc870b36a286981c876,0.0
a559afb4c8383ba374e894b2218cb5bd71103e9b,0.0
df324fb24a58d3ba3df0c87d697ffc90c725f615,0.0
6c6415ca3bfc7479013a5e82babb3e4e18a5e35a,0.0
8e49873035ab85f38bfdf63373049d93affe57a2,0.0
1efe9c4184670c6e3f88463e5cd35dd9f340c3d7,0.0
4829fc710c1e0191144d07e767141d0428d12b01,1.0
aca7e360140da66751ea2e7f8ddc9771aae200c1,0.0
e980d813761bf9f2a55684784cc7eacf060644a0,0.0
beff739986461539fa0e4b12d2b3f097f660cc20,0.0
1061d7943f4cece29ae69ca2edeb14078b7bd98d,0.0
b62366954f6dff86c9860fa094a651a060a9527e,0.0
36efbc046d98c50aa240f285f933efb85bf96787,0.0
1a67433599e78f1c26d97df014a08e161e18fe49,0.0
d7db12da787100bb6618d6e8f5376c5fca687a22,0.0
1a31f3c876cb7cb707e9b2f25dcb199183087db8,0.0
bc5c7d4ecce2bd920471e9fa65a2f6665d283df5,0.0
3df9c6ed57bb9207058ee13e97a1ce5dc0108bd1,0.0
8fab9475915904764d04fd0bea601d3fcfeda818,0.0
e23fafd2574a12588621e8c7e305f467045b0c0d,1.0
